CID_A,drug_A,CID_B,drug_B,enzyme_gene,direction,severity,DB_A,DB_B,drugbank_hard_proven
2812,Clotrimazole,123631,Gefitinib,ABCB1 (P-gp),transporter_induction,Moderate,DB00257,DB00317,No
3385,5-Fluorouracil,4205,Mirtazapine,CYP2C9,inhibition,Unknown,DB00544,DB00370,No
2907,Cyclophosphamide,3767,Isoniazid,CYP3A4,inhibition,Unknown,DB00531,DB00951,No
2907,Cyclophosphamide,3767,Isoniazid,CYP3A4,induction,Unknown,DB00531,DB00951,No
1983,Acetaminophen,3899,Leflunomide,CYP2C9,inhibition,Major,DB00316,DB01097,No
3476,"1H-Pyrrole-1-carboxamide, 3-ethyl-2,5-dihydro-4-methyl-N-2-4-(trans-4-methylcyclohexyl)aminocarbonylaminosulfonylphenylethyl-2-oxo-",123631,Gefitinib,CYP2C9,inhibition,Unknown,DB00222,DB00317,No
2187,Anastrozole,3345,Fentanyl,CYP3A4,inhibition,Unknown,DB01217,DB00813,No
2187,Anastrozole,3672,"Ibuprofen, (+-)-",CYP2C9,inhibition,Unknown,DB01217,DB01050,No
2187,Anastrozole,5090,Rofecoxib,CYP3A4,induction,Unknown,DB01217,DB00533,No
2187,Anastrozole,5090,Rofecoxib,CYP1A2,inhibition,Unknown,DB01217,DB00533,No
2662,Celecoxib,1349907,Methimazole,CYP3A4,inhibition,Unknown,DB00482,DB00763,No
5656,Venlafaxine,176870,Erlotinib,ABCG2 (BCRP),transporter_induction,Unknown,DB00285,DB00530,No
5656,Venlafaxine,176870,Erlotinib,CYP3A4,inhibition,Unknown,DB00285,DB00530,No
5656,Venlafaxine,176870,Erlotinib,ABCG2 (BCRP),transporter_inhibition,Unknown,DB00285,DB00530,No
5391,Temazepam,176870,Erlotinib,CYP2C8,inhibition,Unknown,DB00231,DB00530,No
3016,Diazepam,4212,Mitoxantrone,CYP3A4,inhibition,Unknown,DB00829,DB01204,No
3016,Diazepam,4212,Mitoxantrone,ABCB1 (P-gp),transporter_induction,Unknown,DB00829,DB01204,No
3016,Diazepam,4212,Mitoxantrone,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00829,DB01204,No
2907,Cyclophosphamide,3672,"Ibuprofen, (+-)-",ABCB1 (P-gp),transporter_inhibition,Unknown,DB00531,DB01050,No
2907,Cyclophosphamide,3672,"Ibuprofen, (+-)-",CYP2C9,inhibition,Unknown,DB00531,DB01050,No
2907,Cyclophosphamide,3672,"Ibuprofen, (+-)-",CYP2C9,induction,Unknown,DB00531,DB01050,No
2803,Clonidine,216239,Sorafenib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00575,DB00398,No
2803,Clonidine,216239,Sorafenib,CYP1A2,inhibition,Unknown,DB00575,DB00398,No
1983,Acetaminophen,4212,Mitoxantrone,ABCB1 (P-gp),transporter_induction,Unknown,DB00316,DB01204,No
1983,Acetaminophen,4212,Mitoxantrone,CYP3A4,inhibition,Unknown,DB00316,DB01204,No
1983,Acetaminophen,4212,Mitoxantrone,CYP3A4,induction,Unknown,DB00316,DB01204,No
1983,Acetaminophen,4212,Mitoxantrone,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00316,DB01204,No
3386,Fluoxetine,3899,Leflunomide,CYP2C9,inhibition,Unknown,DB00472,DB01097,No
2907,Cyclophosphamide,5732,Zolpidem,CYP3A4,induction,Unknown,DB00531,DB00425,No
2907,Cyclophosphamide,5732,Zolpidem,CYP3A4,inhibition,Unknown,DB00531,DB00425,No
3672,"Ibuprofen, (+-)-",60953,Capecitabine,CYP2C9,inhibition,Unknown,DB01050,DB01101,No
3883,Lansoprazole,5291,Imatinib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00448,DB00619,No
3883,Lansoprazole,5291,Imatinib,CYP3A4,inhibition,Moderate,DB00448,DB00619,No
3883,Lansoprazole,5291,Imatinib,CYP1A2,induction,Moderate,DB00448,DB00619,No
2187,Anastrozole,2764,Ciprofloxacin,CYP1A2,inhibition,Unknown,DB01217,DB00537,No
123631,Gefitinib,176870,Erlotinib,CYP2D6,inhibition,Unknown,DB00317,DB00530,No
123631,Gefitinib,176870,Erlotinib,ABCG2 (BCRP),transporter_inhibition,Unknown,DB00317,DB00530,No
2662,Celecoxib,60795,Aripiprazole,CYP2D6,induction,Moderate,DB00482,DB01238,No
2662,Celecoxib,60795,Aripiprazole,CYP2D6,inhibition,Moderate,DB00482,DB01238,No
60953,Capecitabine,123631,Gefitinib,CYP2C9,inhibition,Unknown,DB01101,DB00317,No
444,Bupropion,5291,Imatinib,CYP3A4,inhibition,Unknown,DB01156,DB00619,No
2812,Clotrimazole,3385,5-Fluorouracil,CYP2C9,inhibition,Unknown,DB00257,DB00544,No
2812,Clotrimazole,3385,5-Fluorouracil,ABCC3,transporter_induction,Unknown,DB00257,DB00544,No
4829,Pioglitazone,5426,Thalidomide,CYP2C19,inhibition,Unknown,DB01132,DB01041,No
2662,Celecoxib,2756,Cimetidine,CYP3A4,inhibition,Moderate,DB00482,DB00501,Yes
2187,Anastrozole,2244,Aspirin,CYP2C9,inhibition,Unknown,DB01217,DB00945,No
4917,Prochlorperazine,216239,Sorafenib,CYP3A4,inhibition,Moderate,DB00433,DB00398,No
444,Bupropion,4212,Mitoxantrone,CYP3A4,inhibition,Unknown,DB01156,DB01204,No
3365,Fluconazole,3902,Letrozole,CYP3A4,inhibition,Unknown,DB00196,DB01006,No
2662,Celecoxib,2712,"7-Chloro-2-(methylimino)-5-phenyl-2,3-dihydro-4H-1,4-benzodiazepin-4-ol",CYP2D6,inhibition,Unknown,DB00482,DB00475,No
2662,Celecoxib,4158,Methylphenidate,CYP2D6,inhibition,Unknown,DB00482,DB00422,No
2764,Ciprofloxacin,123631,Gefitinib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00537,DB00317,No
2764,Ciprofloxacin,123631,Gefitinib,CYP3A4,inhibition,Moderate,DB00537,DB00317,No
2764,Ciprofloxacin,5394,Temozolomide,CYP3A4,inhibition,Minor,DB00537,DB00853,No
2764,Ciprofloxacin,5394,Temozolomide,CYP3A4,induction,Minor,DB00537,DB00853,No
2662,Celecoxib,3152,Donepezil,CYP2D6,inhibition,Minor,DB00482,DB00843,No
2478,Busulfan,4173,Metronidazole,CYP3A4,inhibition,Major,DB01008,DB00916,Yes
2162,Amlodipine,2662,Celecoxib,CYP2D6,inhibition,Unknown,DB00381,DB00482,No
2375,Bicalutamide,2771,Citalopram,CYP2D6,inhibition,Major,DB01128,DB00215,No
5656,Venlafaxine,216239,Sorafenib,CYP3A4,inhibition,Moderate,DB00285,DB00398,No
5656,Venlafaxine,216239,Sorafenib,ABCG2 (BCRP),transporter_induction,Moderate,DB00285,DB00398,No
5656,Venlafaxine,216239,Sorafenib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00285,DB00398,No
2118,Alprazolam,2187,Anastrozole,CYP3A4,inhibition,Unknown,DB00404,DB01217,No
4679,Pantoprazole,123631,Gefitinib,CYP3A4,induction,Moderate,DB00213,DB00317,No
4679,Pantoprazole,123631,Gefitinib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00213,DB00317,No
4679,Pantoprazole,123631,Gefitinib,CYP2C9,inhibition,Moderate,DB00213,DB00317,No
3385,5-Fluorouracil,5732,Zolpidem,CYP2C9,inhibition,Unknown,DB00544,DB00425,No
2187,Anastrozole,5732,Zolpidem,CYP1A2,inhibition,Unknown,DB01217,DB00425,No
3883,Lansoprazole,176870,Erlotinib,CYP2C8,inhibition,Major,DB00448,DB00530,Yes
3883,Lansoprazole,176870,Erlotinib,ABCG2 (BCRP),transporter_inhibition,Major,DB00448,DB00530,Yes
3883,Lansoprazole,176870,Erlotinib,CYP1A2,induction,Major,DB00448,DB00530,Yes
2662,Celecoxib,2812,Clotrimazole,CYP3A4,induction,Unknown,DB00482,DB00257,No
2662,Celecoxib,2812,Clotrimazole,CYP3A4,inhibition,Unknown,DB00482,DB00257,No
2907,Cyclophosphamide,150311,Ezetimibe,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00531,DB00973,No
2907,Cyclophosphamide,150311,Ezetimibe,CYP3A4,induction,Unknown,DB00531,DB00973,No
2907,Cyclophosphamide,150311,Ezetimibe,CYP3A4,inhibition,Unknown,DB00531,DB00973,No
3899,Leflunomide,5732,Zolpidem,CYP2C9,inhibition,Unknown,DB01097,DB00425,No
4595,Ondansetron,216239,Sorafenib,CYP1A2,inhibition,Moderate,DB00904,DB00398,No
27661,Isosorbide Mononitrate,216239,Sorafenib,CYP3A4,inhibition,Unknown,DB01020,DB00398,No
2907,Cyclophosphamide,4171,Metoprolol,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00531,DB00264,No
2907,Cyclophosphamide,4171,Metoprolol,CYP2D6,inhibition,Unknown,DB00531,DB00264,No
3957,Loratadine,123631,Gefitinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00455,DB00317,No
3957,Loratadine,123631,Gefitinib,CYP3A4,induction,Unknown,DB00455,DB00317,No
3957,Loratadine,123631,Gefitinib,CYP2C9,inhibition,Unknown,DB00455,DB00317,No
2662,Celecoxib,5090,Rofecoxib,CYP3A4,induction,Unknown,DB00482,DB00533,No
2662,Celecoxib,5090,Rofecoxib,PTGS2,inhibition,Unknown,DB00482,DB00533,No
2662,Celecoxib,5090,Rofecoxib,ABCC4 (MRP4),transporter_inhibition,Unknown,DB00482,DB00533,No
4583,Ofloxacin,3062316,Dasatinib,CYP1A2,inhibition,Moderate,DB01165,DB01254,No
2244,Aspirin,2662,Celecoxib,PTGS2,inhibition,Moderate,DB00945,DB00482,Yes
2764,Ciprofloxacin,2907,Cyclophosphamide,ABCB1 (P-gp),transporter_inhibition,Minor,DB00537,DB00531,No
2764,Ciprofloxacin,2907,Cyclophosphamide,CYP3A4,induction,Minor,DB00537,DB00531,No
2764,Ciprofloxacin,2907,Cyclophosphamide,CYP3A4,inhibition,Minor,DB00537,DB00531,No
3690,Ifosfamide,5426,Thalidomide,CYP3A5,induction,Major,DB01181,DB01041,No
3690,Ifosfamide,5426,Thalidomide,CYP2C19,inhibition,Major,DB01181,DB01041,No
3348,Fexofenadine,3657,Hydroxyurea,CYP2D6,inhibition,Unknown,DB00950,DB01005,No
3883,Lansoprazole,3902,Letrozole,CYP3A4,induction,Unknown,DB00448,DB01006,No
3883,Lansoprazole,3902,Letrozole,CYP3A4,inhibition,Unknown,DB00448,DB01006,No
3478,Glipizide,123631,Gefitinib,CYP2C9,inhibition,Unknown,DB01067,DB00317,No
5732,Zolpidem,123631,Gefitinib,CYP2C9,inhibition,Unknown,DB00425,DB00317,No
2907,Cyclophosphamide,27661,Isosorbide Mononitrate,CYP3A4,induction,Unknown,DB00531,DB01020,No
2907,Cyclophosphamide,27661,Isosorbide Mononitrate,CYP3A4,inhibition,Unknown,DB00531,DB01020,No
3899,Leflunomide,5095,Ropinirole,CYP1A2,inhibition,Unknown,DB01097,DB00268,No
3657,Hydroxyurea,5732,Zolpidem,CYP2D6,inhibition,Unknown,DB01005,DB00425,No
5426,Thalidomide,71616,Voriconazole,CYP3A5,induction,Moderate,DB01041,DB00582,No
5426,Thalidomide,71616,Voriconazole,CYP2C9,inhibition,Moderate,DB01041,DB00582,No
3365,Fluconazole,5453,Thiotepa,CYP3A4,inhibition,Unknown,DB00196,DB04572,No
3365,Fluconazole,216239,Sorafenib,CYP3A4,inhibition,Moderate,DB00196,DB00398,No
3365,Fluconazole,216239,Sorafenib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00196,DB00398,No
3385,5-Fluorouracil,3488,Glibenclamide,ABCC3,transporter_inhibition,Unknown,DB00544,DB01016,No
3385,5-Fluorouracil,3488,Glibenclamide,CYP2C9,inhibition,Unknown,DB00544,DB01016,No
2375,Bicalutamide,4594,Prilosec,CYP2C19,inhibition,Unknown,DB01128,DB00338,No
3899,Leflunomide,4614,Oxaprozin,CYP2C9,inhibition,Major,DB01097,DB00991,No
2907,Cyclophosphamide,4927,Promethazine,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00531,DB01069,No
2907,Cyclophosphamide,4927,Promethazine,CYP2C9,inhibition,Unknown,DB00531,DB01069,No
2907,Cyclophosphamide,4927,Promethazine,CYP2C9,induction,Unknown,DB00531,DB01069,No
3345,Fentanyl,123631,Gefitinib,CYP3A4,inhibition,Unknown,DB00813,DB00317,No
3345,Fentanyl,123631,Gefitinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00813,DB00317,No
2187,Anastrozole,3386,Fluoxetine,CYP1A2,inhibition,Unknown,DB01217,DB00472,No
3749,Irbesartan,216239,Sorafenib,CYP1A2,inhibition,Unknown,DB01029,DB00398,No
2375,Bicalutamide,3823,"1-(4-(4-((2-(2,4-Dichlorophenyl)-2-(1H-imidazol-1-ylmethyl)-1,3-dioxolan-4-yl)methoxy)phenyl)piperazin-1-yl)ethanone",CYP3A4,inhibition,Moderate,DB01128,DB01026,No
2907,Cyclophosphamide,3823,"1-(4-(4-((2-(2,4-Dichlorophenyl)-2-(1H-imidazol-1-ylmethyl)-1,3-dioxolan-4-yl)methoxy)phenyl)piperazin-1-yl)ethanone",CYP3A4,inhibition,Unknown,DB00531,DB01026,No
2907,Cyclophosphamide,3823,"1-(4-(4-((2-(2,4-Dichlorophenyl)-2-(1H-imidazol-1-ylmethyl)-1,3-dioxolan-4-yl)methoxy)phenyl)piperazin-1-yl)ethanone",CYP3A4,induction,Unknown,DB00531,DB01026,No
2907,Cyclophosphamide,3823,"1-(4-(4-((2-(2,4-Dichlorophenyl)-2-(1H-imidazol-1-ylmethyl)-1,3-dioxolan-4-yl)methoxy)phenyl)piperazin-1-yl)ethanone",ABCB1 (P-gp),transporter_inhibition,Unknown,DB00531,DB01026,No
3749,Irbesartan,5291,Imatinib,CYP3A4,inhibition,Unknown,DB01029,DB00619,No
3672,"Ibuprofen, (+-)-",5291,Imatinib,CYP2C9,inhibition,Moderate,DB01050,DB00619,No
3672,"Ibuprofen, (+-)-",5291,Imatinib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB01050,DB00619,No
2187,Anastrozole,3749,Irbesartan,CYP1A2,inhibition,Unknown,DB01217,DB01029,No
2662,Celecoxib,3339,Fenofibrate,CYP2C9,inhibition,Moderate,DB00482,DB01039,No
3657,Hydroxyurea,3957,Loratadine,CYP2D6,inhibition,Unknown,DB01005,DB00455,No
3657,Hydroxyurea,3957,Loratadine,CYP2D6,induction,Unknown,DB01005,DB00455,No
2187,Anastrozole,4594,Prilosec,CYP3A4,inhibition,Unknown,DB01217,DB00338,No
2187,Anastrozole,2520,Verapamil,CYP3A4,inhibition,Unknown,DB01217,DB00661,No
4168,Metoclopramide,13342,Vinblastine,CYP2D6,inhibition,Unknown,DB01233,DB00570,No
4168,Metoclopramide,5291,Imatinib,CYP2D6,inhibition,Unknown,DB01233,DB00619,No
3339,Fenofibrate,5291,Imatinib,CYP3A4,inhibition,Unknown,DB01039,DB00619,No
3902,Letrozole,3961,Losartan,CYP3A4,inhibition,Unknown,DB01006,DB00678,No
2764,Ciprofloxacin,216239,Sorafenib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00537,DB00398,No
2764,Ciprofloxacin,216239,Sorafenib,CYP1A2,inhibition,Moderate,DB00537,DB00398,No
2160,Amitriptyline,3385,5-Fluorouracil,CYP2C9,inhibition,Unknown,DB00321,DB00544,No
3690,Ifosfamide,13342,Vinblastine,CYP3A4,inhibition,Moderate,DB01181,DB00570,Yes
3690,Ifosfamide,13342,Vinblastine,CYP3A4,induction,Moderate,DB01181,DB00570,Yes
2662,Celecoxib,5717,Zafirlukast,CYP3A4,inhibition,Moderate,DB00482,DB00549,No
4212,Mitoxantrone,4634,Oxybutynin,CYP3A4,inhibition,Unknown,DB01204,DB01062,No
3883,Lansoprazole,123631,Gefitinib,CYP3A4,induction,Moderate,DB00448,DB00317,No
3883,Lansoprazole,123631,Gefitinib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00448,DB00317,No
3883,Lansoprazole,123631,Gefitinib,CYP2C9,inhibition,Moderate,DB00448,DB00317,No
2083,Salbutamol,60198,Exemestane,CYP3A4,inhibition,Unknown,DB01001,DB00990,No
3902,Letrozole,5035,Raloxifene,CYP3A4,inhibition,Unknown,DB01006,DB00481,No
3385,5-Fluorouracil,3902,Letrozole,CYP2A6,inhibition,Unknown,DB00544,DB01006,No
4173,Metronidazole,176870,Erlotinib,CYP2C8,inhibition,Unknown,DB00916,DB00530,No
3883,Lansoprazole,60953,Capecitabine,CYP2C9,induction,Unknown,DB00448,DB01101,No
3883,Lansoprazole,60953,Capecitabine,CYP2C9,inhibition,Unknown,DB00448,DB01101,No
444,Bupropion,2907,Cyclophosphamide,CYP3A4,induction,Moderate,DB01156,DB00531,Yes
444,Bupropion,2907,Cyclophosphamide,CYP3A4,inhibition,Moderate,DB01156,DB00531,Yes
2118,Alprazolam,3899,Leflunomide,CYP2C9,inhibition,Unknown,DB00404,DB01097,No
2907,Cyclophosphamide,3658,Hydroxyzine,CYP2D6,inhibition,Unknown,DB00531,DB00557,No
3657,Hydroxyurea,4168,Metoclopramide,CYP2D6,inhibition,Unknown,DB01005,DB01233,No
2907,Cyclophosphamide,3957,Loratadine,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00531,DB00455,No
2907,Cyclophosphamide,3957,Loratadine,CYP3A4,induction,Unknown,DB00531,DB00455,No
2907,Cyclophosphamide,3957,Loratadine,CYP3A4,inhibition,Unknown,DB00531,DB00455,No
3016,Diazepam,5394,Temozolomide,CYP3A4,inhibition,Unknown,DB00829,DB00853,No
3016,Diazepam,5394,Temozolomide,CYP3A4,induction,Unknown,DB00829,DB00853,No
3690,Ifosfamide,54454,Simvastatin,CYP3A4,induction,Unknown,DB01181,DB00641,No
3690,Ifosfamide,54454,Simvastatin,CYP3A4,inhibition,Unknown,DB01181,DB00641,No
2160,Amitriptyline,2187,Anastrozole,CYP1A2,inhibition,Unknown,DB00321,DB01217,No
2662,Celecoxib,3658,Hydroxyzine,CYP2D6,inhibition,Unknown,DB00482,DB00557,No
3899,Leflunomide,5426,Thalidomide,CYP2C9,inhibition,Major,DB01097,DB01041,No
2907,Cyclophosphamide,60953,Capecitabine,CYP2C9,inhibition,Unknown,DB00531,DB01101,Yes
2907,Cyclophosphamide,60953,Capecitabine,CYP2C9,induction,Unknown,DB00531,DB01101,Yes
3899,Leflunomide,4543,Nortriptyline,CYP2C9,inhibition,Unknown,DB01097,DB00540,No
4946,Propranolol,5426,Thalidomide,CYP3A5,induction,Moderate,DB00571,DB01041,No
4946,Propranolol,5426,Thalidomide,CYP2C19,inhibition,Moderate,DB00571,DB01041,No
3385,5-Fluorouracil,3749,Irbesartan,CYP1A2,inhibition,Unknown,DB00544,DB01029,No
2375,Bicalutamide,54454,Simvastatin,CYP3A4,induction,Moderate,DB01128,DB00641,No
2375,Bicalutamide,54454,Simvastatin,CYP3A4,inhibition,Moderate,DB01128,DB00641,No
3121,Valproic Acid,3902,Letrozole,CYP2A6,induction,Unknown,DB00313,DB01006,No
3121,Valproic Acid,3902,Letrozole,CYP2A6,inhibition,Unknown,DB00313,DB01006,No
3658,Hydroxyzine,216239,Sorafenib,CYP2D6,inhibition,Moderate,DB00557,DB00398,No
5426,Thalidomide,34312,Oxcarbazepine,CYP3A5,induction,Moderate,DB01041,DB00776,No
5426,Thalidomide,34312,Oxcarbazepine,CYP2C19,inhibition,Moderate,DB01041,DB00776,No
3690,Ifosfamide,4212,Mitoxantrone,CYP3A4,inhibition,Moderate,DB01181,DB01204,No
3690,Ifosfamide,4212,Mitoxantrone,CYP3A4,induction,Moderate,DB01181,DB01204,No
2662,Celecoxib,5291,Imatinib,CYP3A4,inhibition,Moderate,DB00482,DB00619,No
2118,Alprazolam,5291,Imatinib,CYP3A4,inhibition,Moderate,DB00404,DB00619,No
3488,Glibenclamide,5426,Thalidomide,CYP2C19,inhibition,Unknown,DB01016,DB01041,No
3690,Ifosfamide,4917,Prochlorperazine,CYP3A4,inhibition,Moderate,DB01181,DB00433,No
3690,Ifosfamide,4917,Prochlorperazine,CYP3A4,induction,Moderate,DB01181,DB00433,No
4595,Ondansetron,13342,Vinblastine,CYP3A4,inhibition,Unknown,DB00904,DB00570,No
2478,Busulfan,3016,Diazepam,CYP3A4,inhibition,Unknown,DB01008,DB00829,No
2187,Anastrozole,2895,Cyclobenzaprine,CYP1A2,inhibition,Unknown,DB01217,DB00924,No
4212,Mitoxantrone,5291,Imatinib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB01204,DB00619,No
4212,Mitoxantrone,5291,Imatinib,CYP3A4,inhibition,Moderate,DB01204,DB00619,No
4212,Mitoxantrone,5291,Imatinib,ABCB1 (P-gp),transporter_induction,Moderate,DB01204,DB00619,No
2187,Anastrozole,4595,Ondansetron,CYP1A2,inhibition,Unknown,DB01217,DB00904,No
2585,Carvedilol,3899,Leflunomide,CYP2C9,inhibition,Unknown,DB01136,DB01097,No
4917,Prochlorperazine,13342,Vinblastine,CYP3A4,inhibition,Unknown,DB00433,DB00570,No
5035,Raloxifene,176870,Erlotinib,CYP2C8,inhibition,Unknown,DB00481,DB00530,No
2187,Anastrozole,5656,Venlafaxine,CYP3A4,inhibition,Unknown,DB01217,DB00285,No
1983,Acetaminophen,176870,Erlotinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00316,DB00530,No
1983,Acetaminophen,176870,Erlotinib,CYP3A4,induction,Unknown,DB00316,DB00530,No
1983,Acetaminophen,176870,Erlotinib,CYP2C8,inhibition,Unknown,DB00316,DB00530,No
5735,Zopiclone,60953,Capecitabine,CYP2C9,inhibition,Unknown,DB01198,DB01101,No
3883,Lansoprazole,5426,Thalidomide,CYP1A2,induction,Unknown,DB00448,DB01041,No
3883,Lansoprazole,5426,Thalidomide,CYP2C19,inhibition,Unknown,DB00448,DB01041,No
4927,Promethazine,123631,Gefitinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01069,DB00317,No
4927,Promethazine,123631,Gefitinib,CYP2C9,inhibition,Unknown,DB01069,DB00317,No
2662,Celecoxib,5578,Trimethoprim,CYP2C9,inhibition,Unknown,DB00482,DB00440,No
3333,Felodipine,5426,Thalidomide,CYP3A5,induction,Moderate,DB01023,DB01041,No
3333,Felodipine,5426,Thalidomide,CYP2C9,inhibition,Moderate,DB01023,DB01041,No
3672,"Ibuprofen, (+-)-",176870,Erlotinib,CYP2C8,inhibition,Unknown,DB01050,DB00530,No
5656,Venlafaxine,104741,Fulvestrant,CYP3A4,inhibition,Unknown,DB00285,DB00947,No
2520,Verapamil,60198,Exemestane,CYP3A4,inhibition,Unknown,DB00661,DB00990,No
3696,Imipramine,5426,Thalidomide,CYP2C19,inhibition,Moderate,DB00458,DB01041,No
2187,Anastrozole,4946,Propranolol,CYP1A2,inhibition,Unknown,DB01217,DB00571,No
2554,Carbamazepine,3899,Leflunomide,CYP2C9,inhibition,Major,DB00564,DB01097,No
2554,Carbamazepine,3899,Leflunomide,CYP1A2,induction,Major,DB00564,DB01097,No
3385,5-Fluorouracil,4583,Ofloxacin,CYP1A2,inhibition,Minor,DB00544,DB01165,No
2907,Cyclophosphamide,65999,Telmisartan,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00531,DB00966,No
2907,Cyclophosphamide,65999,Telmisartan,CYP2C19,inhibition,Unknown,DB00531,DB00966,No
3152,Donepezil,216239,Sorafenib,CYP3A4,inhibition,Moderate,DB00843,DB00398,No
4917,Prochlorperazine,123631,Gefitinib,CYP2D6,inhibition,Unknown,DB00433,DB00317,No
54454,Simvastatin,3062316,Dasatinib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00641,DB01254,No
54454,Simvastatin,3062316,Dasatinib,CYP3A4,induction,Moderate,DB00641,DB01254,No
54454,Simvastatin,3062316,Dasatinib,CYP3A4,inhibition,Moderate,DB00641,DB01254,No
3690,Ifosfamide,5453,Thiotepa,CYP2B6,inhibition,Major,DB01181,DB04572,No
3690,Ifosfamide,5453,Thiotepa,CYP3A4,induction,Major,DB01181,DB04572,No
3365,Fluconazole,3690,Ifosfamide,CYP3A4,inhibition,Moderate,DB00196,DB01181,No
3365,Fluconazole,3690,Ifosfamide,CYP3A4,induction,Moderate,DB00196,DB01181,No
3883,Lansoprazole,60198,Exemestane,CYP3A4,induction,Unknown,DB00448,DB00990,No
3883,Lansoprazole,60198,Exemestane,CYP3A4,inhibition,Unknown,DB00448,DB00990,No
2478,Busulfan,3121,Valproic Acid,CYP3A4,inhibition,Unknown,DB01008,DB00313,No
4212,Mitoxantrone,5656,Venlafaxine,ABCG2 (BCRP),transporter_induction,Unknown,DB01204,DB00285,No
4212,Mitoxantrone,5656,Venlafaxine,CYP3A4,inhibition,Unknown,DB01204,DB00285,No
4212,Mitoxantrone,5656,Venlafaxine,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01204,DB00285,No
2662,Celecoxib,124087,Desloratadine,CYP2C9,inhibition,Unknown,DB00482,DB00967,No
5394,Temozolomide,5656,Venlafaxine,CYP3A4,inhibition,Unknown,DB00853,DB00285,No
5394,Temozolomide,5656,Venlafaxine,CYP3A4,induction,Unknown,DB00853,DB00285,No
3749,Irbesartan,60198,Exemestane,CYP3A4,inhibition,Unknown,DB01029,DB00990,No
2187,Anastrozole,3961,Losartan,CYP1A2,inhibition,Unknown,DB01217,DB00678,No
2662,Celecoxib,3007,Amphetamine,CYP2D6,inhibition,Moderate,DB00482,DB00182,No
2585,Carvedilol,3385,5-Fluorouracil,CYP2C9,inhibition,Unknown,DB01136,DB00544,No
2520,Verapamil,5426,Thalidomide,CYP3A5,induction,Moderate,DB00661,DB01041,No
2520,Verapamil,5426,Thalidomide,CYP2C19,inhibition,Moderate,DB00661,DB01041,No
3899,Leflunomide,4771,Phentermine,CYP2C9,induction,Unknown,DB01097,DB00191,No
3899,Leflunomide,4771,Phentermine,CYP1A2,inhibition,Unknown,DB01097,DB00191,No
5656,Venlafaxine,60198,Exemestane,CYP3A4,inhibition,Unknown,DB00285,DB00990,No
5095,Ropinirole,5426,Thalidomide,CYP1A2,inhibition,Moderate,DB00268,DB01041,No
4927,Promethazine,176870,Erlotinib,CYP2D6,inhibition,Unknown,DB01069,DB00530,No
4927,Promethazine,176870,Erlotinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01069,DB00530,No
1775,Phenytoin,3385,5-Fluorouracil,CYP2C9,inhibition,Moderate,DB00252,DB00544,Yes
1775,Phenytoin,3385,5-Fluorouracil,CYP2C9,induction,Moderate,DB00252,DB00544,Yes
4449,Nefazodone,5426,Thalidomide,CYP3A5,inhibition,Moderate,DB01149,DB01041,No
4449,Nefazodone,5426,Thalidomide,CYP3A5,induction,Moderate,DB01149,DB01041,No
2907,Cyclophosphamide,3676,Lidocaine,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00531,DB00281,No
2907,Cyclophosphamide,3676,Lidocaine,CYP3A4,induction,Unknown,DB00531,DB00281,No
2907,Cyclophosphamide,3676,Lidocaine,CYP3A4,inhibition,Unknown,DB00531,DB00281,No
3657,Hydroxyurea,123631,Gefitinib,CYP2D6,inhibition,Unknown,DB01005,DB00317,No
2662,Celecoxib,2801,Clomipramine,CYP2D6,inhibition,Moderate,DB00482,DB01242,No
3957,Loratadine,3062316,Dasatinib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00455,DB01254,No
3957,Loratadine,3062316,Dasatinib,CYP3A4,induction,Moderate,DB00455,DB01254,No
3957,Loratadine,3062316,Dasatinib,CYP3A4,inhibition,Moderate,DB00455,DB01254,No
3348,Fexofenadine,123631,Gefitinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00950,DB00317,No
