CID_A,drug_A,CID_B,drug_B,enzyme_gene,uniprot,direction,severity
2662,Celecoxib,5523,2-((Dimethylamino)methyl)-1-(3-methoxyphenyl)cyclohexanol,CYP3A4,P08684,inhibition,Moderate
444,Bupropion,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,induction,Major
444,Bupropion,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,inhibition,Major
71616,Voriconazole,93860,"Bortezomib, (1S,2R)-",CYP3A4,P08684,inhibition,Moderate
3899,Leflunomide,5512,2-(3-(Di(propan-2-yl)amino)-1-phenylpropyl)-4-methylphenol,CYP2C9,P11712,inhibition,Unknown
2907,Cyclophosphamide,3365,Fluconazole,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2907,Cyclophosphamide,3365,Fluconazole,CYP3A4,P08684,induction,Unknown
2907,Cyclophosphamide,3365,Fluconazole,CYP3A4,P08684,inhibition,Unknown
4173,Metronidazole,5426,Thalidomide,CYP2C9,P11712,inhibition,Moderate
2375,Bicalutamide,3488,Glibenclamide,CYP3A4,P08684,inhibition,Unknown
3121,Valproic Acid,10631,Medroxyprogesterone,CYP3A4,P08684,induction,Moderate
3121,Valproic Acid,10631,Medroxyprogesterone,CYP2C9,P11712,inhibition,Moderate
4946,Propranolol,176870,Erlotinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4946,Propranolol,176870,Erlotinib,CYP1A2,P05177,inhibition,Unknown
2806,(RS)-Clopidogrel,93860,"Bortezomib, (1S,2R)-",CYP1A2,P05177,inhibition,Moderate
5291,Imatinib,124087,Desloratadine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
5291,Imatinib,124087,Desloratadine,CYP1A2,P05177,inhibition,Unknown
4485,Nifedipine,176870,Erlotinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4485,Nifedipine,176870,Erlotinib,CYP2C8,P10632,inhibition,Unknown
4485,Nifedipine,176870,Erlotinib,CYP3A4,P08684,induction,Unknown
4485,Nifedipine,176870,Erlotinib,ABCB1 (P-gp),P08183,transporter_induction,Unknown
2806,(RS)-Clopidogrel,5426,Thalidomide,CYP3A5,P20815,induction,Unknown
2806,(RS)-Clopidogrel,5426,Thalidomide,CYP2C19,P33261,inhibition,Unknown
4679,Pantoprazole,5291,Imatinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4679,Pantoprazole,5291,Imatinib,CYP1A2,P05177,induction,Unknown
4679,Pantoprazole,5291,Imatinib,CYP3A4,P08684,inhibition,Unknown
2187,Anastrozole,2585,Carvedilol,CYP1A2,P05177,inhibition,Unknown
2662,Celecoxib,4917,Prochlorperazine,CYP2D6,P10635,inhibition,Moderate
2662,Celecoxib,3559,Haloperidol,CYP3A4,P08684,inhibition,Moderate
2662,Celecoxib,3559,Haloperidol,CYP2D6,P10635,induction,Moderate
4058,Meperidine,13342,Vinblastine,CYP3A4,P08684,inhibition,Unknown
2662,Celecoxib,4173,Metronidazole,CYP3A4,P08684,inhibition,Moderate
2244,Aspirin,5426,Thalidomide,CYP2C19,P33261,induction,Unknown
2244,Aspirin,5426,Thalidomide,CYP2C19,P33261,inhibition,Unknown
3385,5-Fluorouracil,4173,Metronidazole,CYP2C9,P11712,inhibition,Moderate
2662,Celecoxib,3463,Gemfibrozil,CYP3A4,P08684,induction,Moderate
2662,Celecoxib,3463,Gemfibrozil,CYP3A4,P08684,inhibition,Moderate
2554,Carbamazepine,10631,Medroxyprogesterone,CYP3A4,P08684,induction,Moderate
2554,Carbamazepine,10631,Medroxyprogesterone,CYP2C9,P11712,inhibition,Moderate
3440,Furosemide,4112,"Methotrexate, (A+-)-",ABCC2 (MRP2),Q92887,transporter_inhibition,Unknown
3440,Furosemide,4112,"Methotrexate, (A+-)-",SLCO1B1 (OATP1B1),Q4U2R8,transporter_induction,Unknown
3440,Furosemide,4112,"Methotrexate, (A+-)-",PGD,P52209,inhibition,Unknown
2895,Cyclobenzaprine,4212,Mitoxantrone,CYP3A4,P08684,inhibition,Unknown
4679,Pantoprazole,5426,Thalidomide,CYP1A2,P05177,induction,Unknown
4679,Pantoprazole,5426,Thalidomide,CYP2C19,P33261,inhibition,Unknown
4583,Ofloxacin,176870,Erlotinib,CYP1A2,P05177,inhibition,Unknown
2160,Amitriptyline,3899,Leflunomide,CYP2C9,P11712,inhibition,Unknown
2244,Aspirin,60953,Capecitabine,CYP2C9,P11712,inhibition,Unknown
2375,Bicalutamide,4171,Metoprolol,CYP2D6,P10635,inhibition,Unknown
4691,"3-(1,3-Benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidine",5426,Thalidomide,CYP2C9,P11712,inhibition,Moderate
54454,Simvastatin,60953,Capecitabine,CYP2C9,P11712,inhibition,Unknown
54454,Simvastatin,60953,Capecitabine,CYP2C9,P11712,induction,Unknown
2162,Amlodipine,60953,Capecitabine,CYP2C9,P11712,inhibition,Unknown
2478,Busulfan,3365,Fluconazole,CYP3A4,P08684,inhibition,Unknown
1775,Phenytoin,2907,Cyclophosphamide,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
1775,Phenytoin,2907,Cyclophosphamide,CYP3A4,P08684,induction,Moderate
1775,Phenytoin,2907,Cyclophosphamide,CYP3A4,P08684,inhibition,Moderate
5426,Thalidomide,5656,Venlafaxine,CYP2C19,P33261,inhibition,Moderate
3962,"8-(2-(4-Hydroxy-6-oxooxan-2-yl)ethyl)-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl 2-methylbutanoate",5426,Thalidomide,CYP3A5,P20815,induction,Moderate
3962,"8-(2-(4-Hydroxy-6-oxooxan-2-yl)ethyl)-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl 2-methylbutanoate",5426,Thalidomide,CYP2C19,P33261,inhibition,Moderate
3690,Ifosfamide,5978,Vincristine,CYP3A4,P08684,inhibition,Unknown
3690,Ifosfamide,5978,Vincristine,CYP3A4,P08684,induction,Unknown
2244,Aspirin,5291,Imatinib,CYP2C9,P11712,inhibition,Unknown
2244,Aspirin,5291,Imatinib,CYP2C19,P33261,induction,Unknown
2244,Aspirin,5291,Imatinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2662,Celecoxib,2895,Cyclobenzaprine,CYP2D6,P10635,inhibition,Unknown
4917,Prochlorperazine,5291,Imatinib,CYP3A4,P08684,inhibition,Moderate
3676,Lidocaine,5426,Thalidomide,CYP1A2,P05177,inhibition,Unknown
3676,Lidocaine,5426,Thalidomide,CYP3A5,P20815,induction,Unknown
2907,Cyclophosphamide,3883,Lansoprazole,CYP3A4,P08684,induction,Unknown
2907,Cyclophosphamide,3883,Lansoprazole,CYP3A4,P08684,inhibition,Unknown
2907,Cyclophosphamide,3883,Lansoprazole,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3962,"8-(2-(4-Hydroxy-6-oxooxan-2-yl)ethyl)-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl 2-methylbutanoate",176870,Erlotinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3962,"8-(2-(4-Hydroxy-6-oxooxan-2-yl)ethyl)-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl 2-methylbutanoate",176870,Erlotinib,CYP2C8,P10632,inhibition,Unknown
3385,5-Fluorouracil,3672,"Ibuprofen, (+-)-",ABCC4 (MRP4),O15439,transporter_inhibition,Unknown
3385,5-Fluorouracil,3672,"Ibuprofen, (+-)-",CYP2C9,P11712,inhibition,Unknown
2662,Celecoxib,4829,Pioglitazone,CYP2C9,P11712,inhibition,Unknown
2662,Celecoxib,4829,Pioglitazone,CYP3A4,P08684,induction,Unknown
2118,Alprazolam,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,induction,Unknown
2118,Alprazolam,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,inhibition,Unknown
2662,Celecoxib,3826,Ketorolac,PTGS2,P35354,inhibition,Major
1775,Phenytoin,2662,Celecoxib,CYP2C9,P11712,inhibition,Unknown
1775,Phenytoin,2662,Celecoxib,CYP3A4,P08684,induction,Unknown
2250,Atorvastatin EP Impurity B,104741,Fulvestrant,CYP3A4,P08684,induction,Unknown
2250,Atorvastatin EP Impurity B,104741,Fulvestrant,CYP3A4,P08684,inhibition,Unknown
2520,Verapamil,3902,Letrozole,CYP3A4,P08684,inhibition,Unknown
3961,Losartan,176870,Erlotinib,CYP2C8,P10632,inhibition,Unknown
3961,Losartan,176870,Erlotinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3339,Fenofibrate,93860,"Bortezomib, (1S,2R)-",CYP3A4,P08684,inhibition,Unknown
4679,Pantoprazole,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_induction,Unknown
4679,Pantoprazole,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4679,Pantoprazole,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,induction,Unknown
4679,Pantoprazole,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,inhibition,Unknown
3954,Loperamide(1+),5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_induction,Moderate
3954,Loperamide(1+),5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
3954,Loperamide(1+),5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,induction,Moderate
3954,Loperamide(1+),5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,inhibition,Moderate
3899,Leflunomide,5391,Temazepam,CYP2C9,P11712,inhibition,Unknown
4173,Metronidazole,4212,Mitoxantrone,CYP3A4,P08684,inhibition,Unknown
4595,Ondansetron,123631,Gefitinib,CYP2C9,P11712,inhibition,Unknown
5291,Imatinib,5426,Thalidomide,CYP3A5,P20815,induction,Moderate
5291,Imatinib,5426,Thalidomide,CYP2C19,P33261,inhibition,Moderate
2083,Salbutamol,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,induction,Moderate
2083,Salbutamol,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,inhibition,Moderate
5002,Quetiapine,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_induction,Moderate
5002,Quetiapine,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
5002,Quetiapine,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,induction,Moderate
5002,Quetiapine,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,inhibition,Moderate
2662,Celecoxib,4927,Promethazine,CYP2C9,P11712,inhibition,Moderate
3954,Loperamide(1+),93860,"Bortezomib, (1S,2R)-",CYP3A4,P08684,inhibition,Unknown
2802,Clonazepam,3690,Ifosfamide,CYP3A4,P08684,inhibition,Moderate
2802,Clonazepam,3690,Ifosfamide,CYP3A4,P08684,induction,Moderate
2771,Citalopram,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,induction,Major
2771,Citalopram,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,inhibition,Major
2662,Celecoxib,3255,"6-((4-(Dimethylamino)-3-hydroxy-6-methyloxan-2-yl)oxy)-14-ethyl-7,12,13-trihydroxy-4-((5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl)oxy)-3,5,7,9,11,13-hexamethyl-1-oxacyclotetradecane-2,10-dione",CYP3A4,P08684,inhibition,Unknown
3385,5-Fluorouracil,5095,Ropinirole,CYP1A2,P05177,inhibition,Unknown
3386,Fluoxetine,5426,Thalidomide,CYP3A5,P20815,induction,Moderate
3386,Fluoxetine,5426,Thalidomide,CYP2C19,P33261,inhibition,Moderate
93860,"Bortezomib, (1S,2R)-",150311,Ezetimibe,CYP3A4,P08684,inhibition,Unknown
3385,5-Fluorouracil,5090,Rofecoxib,CYP1A2,P05177,inhibition,Unknown
3385,5-Fluorouracil,5090,Rofecoxib,ABCC4 (MRP4),O15439,transporter_inhibition,Unknown
1983,Acetaminophen,14888,Arsenic Trioxide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
1983,Acetaminophen,14888,Arsenic Trioxide,CYP3A4,P08684,induction,Unknown
1983,Acetaminophen,14888,Arsenic Trioxide,CYP3A4,P08684,inhibition,Unknown
3345,Fentanyl,104741,Fulvestrant,CYP3A4,P08684,inhibition,Unknown
2802,Clonazepam,93860,"Bortezomib, (1S,2R)-",CYP3A4,P08684,inhibition,Unknown
3345,Fentanyl,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_induction,Unknown
3345,Fentanyl,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3345,Fentanyl,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,induction,Unknown
3345,Fentanyl,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,inhibition,Unknown
3961,Losartan,123631,Gefitinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3961,Losartan,123631,Gefitinib,CYP2C9,P11712,inhibition,Unknown
3825,Ketoprofen,3899,Leflunomide,CYP2C9,P11712,inhibition,Major
2187,Anastrozole,3016,Diazepam,CYP1A2,P05177,inhibition,Unknown
1983,Acetaminophen,2662,Celecoxib,CYP3A4,P08684,induction,Unknown
1983,Acetaminophen,2662,Celecoxib,CYP2D6,P10635,inhibition,Unknown
2187,Anastrozole,27661,Isosorbide Mononitrate,CYP3A4,P08684,inhibition,Unknown
444,Bupropion,3657,Hydroxyurea,CYP2D6,P10635,inhibition,Unknown
4212,Mitoxantrone,4594,Prilosec,CYP3A4,P08684,inhibition,Unknown
2662,Celecoxib,3032,Arthrotec,ABCC4 (MRP4),O15439,transporter_inhibition,Moderate
2662,Celecoxib,3032,Arthrotec,CYP2C9,P11712,inhibition,Moderate
3345,Fentanyl,93860,"Bortezomib, (1S,2R)-",CYP3A4,P08684,inhibition,Unknown
2162,Amlodipine,60198,Exemestane,CYP3A4,P08684,inhibition,Unknown
4595,Ondansetron,5978,Vincristine,CYP3A4,P08684,inhibition,Unknown
2806,(RS)-Clopidogrel,2907,Cyclophosphamide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2806,(RS)-Clopidogrel,2907,Cyclophosphamide,CYP3A4,P08684,induction,Unknown
2806,(RS)-Clopidogrel,2907,Cyclophosphamide,CYP3A4,P08684,inhibition,Unknown
2764,Ciprofloxacin,3899,Leflunomide,CYP1A2,P05177,inhibition,Unknown
3365,Fluconazole,3385,5-Fluorouracil,CYP2C9,P11712,inhibition,Unknown
2907,Cyclophosphamide,3488,Glibenclamide,CYP3A4,P08684,inhibition,Moderate
2907,Cyclophosphamide,3488,Glibenclamide,CYP3A4,P08684,induction,Moderate
2907,Cyclophosphamide,3488,Glibenclamide,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
2662,Celecoxib,3676,Lidocaine,CYP3A4,P08684,inhibition,Unknown
5291,Imatinib,5732,Zolpidem,CYP3A4,P08684,inhibition,Moderate
4212,Mitoxantrone,5978,Vincristine,CYP3A4,P08684,inhibition,Unknown
4212,Mitoxantrone,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4212,Mitoxantrone,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_induction,Unknown
2771,Citalopram,5978,Vincristine,CYP3A4,P08684,inhibition,Unknown
2520,Verapamil,60953,Capecitabine,CYP2C9,P11712,inhibition,Unknown
2118,Alprazolam,3385,5-Fluorouracil,CYP2C9,P11712,inhibition,Unknown
3510,(3H)granisetron,93860,"Bortezomib, (1S,2R)-",CYP2D6,P10635,induction,Unknown
3510,(3H)granisetron,93860,"Bortezomib, (1S,2R)-",CYP3A4,P08684,inhibition,Unknown
5426,Thalidomide,54454,Simvastatin,CYP2C9,P11712,inhibition,Moderate
5426,Thalidomide,54454,Simvastatin,CYP2C9,P11712,induction,Moderate
2662,Celecoxib,3899,Leflunomide,CYP2C9,P11712,inhibition,Major
2244,Aspirin,216326,Lenalidomide,PTGS2,P35354,inhibition,Unknown
4485,Nifedipine,93860,"Bortezomib, (1S,2R)-",CYP3A4,P08684,induction,Unknown
4485,Nifedipine,93860,"Bortezomib, (1S,2R)-",CYP1A2,P05177,inhibition,Unknown
3222,1-(2-{[1-(Ethoxycarbonyl)-3-phenylpropyl]amino}propanoyl)proline maleate,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_induction,Unknown
3222,1-(2-{[1-(Ethoxycarbonyl)-3-phenylpropyl]amino}propanoyl)proline maleate,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3222,1-(2-{[1-(Ethoxycarbonyl)-3-phenylpropyl]amino}propanoyl)proline maleate,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,induction,Unknown
3222,1-(2-{[1-(Ethoxycarbonyl)-3-phenylpropyl]amino}propanoyl)proline maleate,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,inhibition,Unknown
2907,Cyclophosphamide,71616,Voriconazole,CYP3A4,P08684,induction,Unknown
2907,Cyclophosphamide,71616,Voriconazole,CYP3A4,P08684,inhibition,Unknown
2907,Cyclophosphamide,4679,Pantoprazole,CYP2C9,P11712,inhibition,Unknown
2907,Cyclophosphamide,4679,Pantoprazole,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2907,Cyclophosphamide,4679,Pantoprazole,CYP3A4,P08684,induction,Unknown
3899,Leflunomide,4946,Propranolol,CYP1A2,P05177,inhibition,Unknown
4212,Mitoxantrone,71616,Voriconazole,CYP3A4,P08684,inhibition,Unknown
3308,Etodolac,3899,Leflunomide,CYP2C9,P11712,inhibition,Major
4168,Metoclopramide,93860,"Bortezomib, (1S,2R)-",CYP2D6,P10635,inhibition,Unknown
3672,"Ibuprofen, (+-)-",93860,"Bortezomib, (1S,2R)-",CYP2C9,P11712,inhibition,Unknown
2162,Amlodipine,3902,Letrozole,CYP2A6,P11509,inhibition,Unknown
4173,Metronidazole,5978,Vincristine,CYP3A4,P08684,inhibition,Moderate
3476,"1H-Pyrrole-1-carboxamide, 3-ethyl-2,5-dihydro-4-methyl-N-2-4-(trans-4-methylcyclohexyl)aminocarbonylaminosulfonylphenylethyl-2-oxo-",60953,Capecitabine,CYP2C9,P11712,inhibition,Unknown
4158,Methylphenidate,93860,"Bortezomib, (1S,2R)-",CYP2D6,P10635,inhibition,Unknown
2187,Anastrozole,3385,5-Fluorouracil,CYP2C9,P11712,inhibition,Unknown
3385,5-Fluorouracil,4829,Pioglitazone,CYP2C9,P11712,inhibition,Unknown
4616,Oxazepam,216239,Sorafenib,CYP3A4,P08684,inhibition,Unknown
2250,Atorvastatin EP Impurity B,10631,Medroxyprogesterone,CYP3A4,P08684,induction,Minor
2250,Atorvastatin EP Impurity B,10631,Medroxyprogesterone,CYP2C9,P11712,inhibition,Minor
3749,Irbesartan,5978,Vincristine,CYP3A4,P08684,inhibition,Unknown
3899,Leflunomide,4499,Nisoldipine,CYP1A2,P05177,inhibition,Unknown
2520,Verapamil,3385,5-Fluorouracil,CYP2C9,P11712,inhibition,Unknown
2520,Verapamil,3385,5-Fluorouracil,ABCC3,O15438,transporter_inhibition,Unknown
2662,Celecoxib,2764,Ciprofloxacin,CYP3A4,P08684,inhibition,Moderate
3476,"1H-Pyrrole-1-carboxamide, 3-ethyl-2,5-dihydro-4-methyl-N-2-4-(trans-4-methylcyclohexyl)aminocarbonylaminosulfonylphenylethyl-2-oxo-",93860,"Bortezomib, (1S,2R)-",CYP2C9,P11712,inhibition,Moderate
2187,Anastrozole,4691,"3-(1,3-Benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidine",CYP2C9,P11712,inhibition,Unknown
3961,Losartan,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_induction,Unknown
3961,Losartan,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3961,Losartan,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,induction,Unknown
3961,Losartan,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,inhibition,Unknown
4173,Metronidazole,5291,Imatinib,CYP3A4,P08684,inhibition,Unknown
3478,Glipizide,10631,Medroxyprogesterone,CYP3A4,P08684,induction,Moderate
3478,Glipizide,10631,Medroxyprogesterone,CYP2C9,P11712,inhibition,Moderate
3957,Loratadine,5426,Thalidomide,CYP2C19,P33261,induction,Unknown
3957,Loratadine,5426,Thalidomide,CYP2C19,P33261,inhibition,Unknown
41781,Torasemide,93860,"Bortezomib, (1S,2R)-",CYP2C9,P11712,inhibition,Unknown
2812,Clotrimazole,93860,"Bortezomib, (1S,2R)-",CYP3A4,P08684,induction,Moderate
2812,Clotrimazole,93860,"Bortezomib, (1S,2R)-",CYP1A2,P05177,inhibition,Moderate
2907,Cyclophosphamide,3961,Losartan,CYP3A4,P08684,inhibition,Unknown
2907,Cyclophosphamide,3961,Losartan,CYP3A4,P08684,induction,Unknown
2907,Cyclophosphamide,3961,Losartan,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4212,Mitoxantrone,5512,2-(3-(Di(propan-2-yl)amino)-1-phenylpropyl)-4-methylphenol,CYP3A4,P08684,inhibition,Unknown
2662,Celecoxib,5002,Quetiapine,CYP2D6,P10635,inhibition,Unknown
2662,Celecoxib,4543,Nortriptyline,CYP2D6,P10635,inhibition,Moderate
3899,Leflunomide,5556,Triazolam,CYP2C9,P11712,inhibition,Unknown
2162,Amlodipine,2375,Bicalutamide,CYP3A4,P08684,inhibition,Unknown
3385,5-Fluorouracil,5512,2-(3-(Di(propan-2-yl)amino)-1-phenylpropyl)-4-methylphenol,CYP2C9,P11712,inhibition,Unknown
2907,Cyclophosphamide,5394,Temozolomide,CYP3A4,P08684,inhibition,Unknown
2907,Cyclophosphamide,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
3148,Anzemet,3385,5-Fluorouracil,CYP2C9,P11712,inhibition,Unknown
2118,Alprazolam,60953,Capecitabine,CYP2C9,P11712,inhibition,Unknown
4829,Pioglitazone,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,induction,Unknown
4829,Pioglitazone,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,inhibition,Unknown
4829,Pioglitazone,93860,"Bortezomib, (1S,2R)-",CYP3A4,P08684,induction,Moderate
4829,Pioglitazone,93860,"Bortezomib, (1S,2R)-",CYP3A4,P08684,inhibition,Moderate
2662,Celecoxib,3954,Loperamide(1+),CYP2D6,P10635,inhibition,Unknown
3032,Arthrotec,216239,Sorafenib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3032,Arthrotec,216239,Sorafenib,CYP1A2,P05177,inhibition,Unknown
4171,Metoprolol,216239,Sorafenib,CYP2C19,P33261,inhibition,Unknown
4171,Metoprolol,216239,Sorafenib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2375,Bicalutamide,2662,Celecoxib,CYP2D6,P10635,inhibition,Unknown
4158,Methylphenidate,5376,"(E,Z)-Tamoxifen",CYP2D6,P10635,inhibition,Unknown
3690,Ifosfamide,5732,Zolpidem,CYP3A4,P08684,inhibition,Moderate
3690,Ifosfamide,5732,Zolpidem,CYP3A4,P08684,induction,Moderate
2662,Celecoxib,2676,"7-[4-(4-Fluorophenyl)-5-(methoxymethyl)-2,6-di(propan-2-yl)pyridin-3-yl]-3,5-dihydroxyhept-6-enoic acid",CYP3A4,P08684,inhibition,Unknown
2662,Celecoxib,2676,"7-[4-(4-Fluorophenyl)-5-(methoxymethyl)-2,6-di(propan-2-yl)pyridin-3-yl]-3,5-dihydroxyhept-6-enoic acid",CYP3A4,P08684,induction,Unknown
1983,Acetaminophen,2478,Busulfan,CYP3A4,P08684,induction,Moderate
1983,Acetaminophen,2478,Busulfan,CYP3A4,P08684,inhibition,Moderate
4679,Pantoprazole,60953,Capecitabine,CYP2C9,P11712,inhibition,Unknown
3488,Glibenclamide,3899,Leflunomide,ABCG2 (BCRP),Q9UNQ0,transporter_inhibition,Moderate
3488,Glibenclamide,3899,Leflunomide,CYP2C9,P11712,inhibition,Moderate
3899,Leflunomide,4539,Norfloxacin,CYP1A2,P05177,inhibition,Unknown
4616,Oxazepam,5291,Imatinib,CYP3A4,P08684,inhibition,Unknown
3345,Fentanyl,3062316,Dasatinib,CYP3A4,P08684,inhibition,Major
3345,Fentanyl,3062316,Dasatinib,ABCB1 (P-gp),P08183,transporter_inhibition,Major
2244,Aspirin,123631,Gefitinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2244,Aspirin,123631,Gefitinib,CYP2C19,P33261,induction,Unknown
2244,Aspirin,123631,Gefitinib,CYP2C9,P11712,inhibition,Unknown
4212,Mitoxantrone,5453,Thiotepa,CYP3A4,P08684,inhibition,Moderate
2578,Carmustine,4595,Ondansetron,CYP1A2,P05177,inhibition,Unknown
4054,Memantine,5376,"(E,Z)-Tamoxifen",CYP2B6,P20813,inhibition,Unknown
2662,Celecoxib,2806,(RS)-Clopidogrel,CYP2C9,P11712,inhibition,Moderate
3657,Hydroxyurea,4595,Ondansetron,CYP2D6,P10635,inhibition,Unknown
2907,Cyclophosphamide,5656,Venlafaxine,CYP3A4,P08684,inhibition,Unknown
2907,Cyclophosphamide,5656,Venlafaxine,CYP3A4,P08684,induction,Unknown
2907,Cyclophosphamide,5656,Venlafaxine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3488,Glibenclamide,10631,Medroxyprogesterone,CYP3A4,P08684,induction,Moderate
3488,Glibenclamide,10631,Medroxyprogesterone,CYP2C9,P11712,inhibition,Moderate
4594,Prilosec,14888,Arsenic Trioxide,CYP3A4,P08684,inhibition,Unknown
5073,Risperidone,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_induction,Moderate
5073,Risperidone,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
5073,Risperidone,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,induction,Moderate
5073,Risperidone,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,inhibition,Moderate
2662,Celecoxib,3749,Irbesartan,CYP3A4,P08684,inhibition,Moderate
93860,"Bortezomib, (1S,2R)-",148211,"Palonosetron, (3aR)-",CYP1A2,P05177,inhibition,Unknown
2662,Celecoxib,4943,Propofol,CYP3A4,P08684,inhibition,Unknown
3825,Ketoprofen,123631,Gefitinib,CYP2C9,P11712,inhibition,Unknown
2478,Busulfan,3793,Itrizole,CYP3A4,P08684,inhibition,Moderate
444,Bupropion,2662,Celecoxib,CYP2D6,P10635,inhibition,Unknown
2187,Anastrozole,104741,Fulvestrant,CYP3A4,P08684,inhibition,Unknown
4212,Mitoxantrone,4679,Pantoprazole,CYP3A4,P08684,inhibition,Unknown
4212,Mitoxantrone,4679,Pantoprazole,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4212,Mitoxantrone,4679,Pantoprazole,CYP3A4,P08684,induction,Unknown
4212,Mitoxantrone,4679,Pantoprazole,ABCB1 (P-gp),P08183,transporter_induction,Unknown
3385,5-Fluorouracil,5376,"(E,Z)-Tamoxifen",CYP2C9,P11712,inhibition,Unknown
2806,(RS)-Clopidogrel,216239,Sorafenib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2806,(RS)-Clopidogrel,216239,Sorafenib,CYP1A2,P05177,inhibition,Unknown
1983,Acetaminophen,216239,Sorafenib,CYP3A4,P08684,induction,Unknown
1983,Acetaminophen,216239,Sorafenib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
1983,Acetaminophen,216239,Sorafenib,CYP1A2,P05177,inhibition,Unknown
