drug_A,drug_B,enzymes,mechanism,severity,in_trial,trial_AEs,in_trueDDI
Fentanyl,Gefitinib,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter inhibition",Unknown,No,0,No
Anastrozole,Fluoxetine,CYP1A2,CYP inhibition,Unknown,No,0,No
Irbesartan,Sorafenib,CYP1A2,CYP inhibition,Unknown,No,0,No
Naloxone,Bortezomib,CYP3A4,CYP inhibition,Unknown,No,0,No
Atorvastatin EP Impurity B,Temozolomide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Cyclophosphamide,Ketoconazole,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Irbesartan,Imatinib,CYP3A4,CYP inhibition,Unknown,No,0,No
Anastrozole,Irbesartan,CYP1A2,CYP inhibition,Unknown,No,0,No
Cyclophosphamide,Anzemet,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Hydroxyurea,Loratadine,CYP2D6,"CYP induction, CYP inhibition",Unknown,No,0,No
Anastrozole,Prilosec,CYP3A4,CYP inhibition,Unknown,No,0,No
Anastrozole,Verapamil,CYP3A4,CYP inhibition,Unknown,No,0,No
Metoclopramide,Vinblastine,CYP2D6,CYP inhibition,Unknown,No,0,No
Metoclopramide,Imatinib,CYP2D6,CYP inhibition,Unknown,No,0,No
Fenofibrate,Imatinib,CYP3A4,CYP inhibition,Unknown,No,0,No
Letrozole,Losartan,CYP3A4,CYP inhibition,Unknown,No,0,No
Oxybutynin,Bortezomib,CYP3A4,CYP inhibition,Unknown,No,0,No
Fentanyl,Vincristine,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Arthrotec,Gefitinib,"ABCB1 (P-gp), CYP2C9","CYP inhibition, transporter inhibition",Unknown,No,0,No
Amitriptyline,5-Fluorouracil,CYP2C9,CYP inhibition,Unknown,No,0,No
Metoclopramide,Tamoxifen,CYP2D6,CYP inhibition,Unknown,No,0,No
Mitoxantrone,Oxybutynin,CYP3A4,CYP inhibition,Unknown,No,0,No
Salbutamol,Exemestane,CYP3A4,CYP inhibition,Unknown,No,0,No
Letrozole,Raloxifene,CYP3A4,CYP inhibition,Unknown,No,0,No
5-Fluorouracil,Letrozole,CYP2A6,CYP inhibition,Unknown,No,0,No
Felodipine,Bortezomib,CYP3A4,CYP inhibition,Unknown,No,0,No
Metronidazole,Erlotinib,CYP2C8,CYP inhibition,Unknown,No,0,No
Lansoprazole,Capecitabine,CYP2C9,"CYP induction, CYP inhibition",Unknown,No,0,No
Valproic Acid,Tamoxifen,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Alprazolam,Leflunomide,CYP2C9,CYP inhibition,Unknown,No,0,No
Cyclophosphamide,Hydroxyzine,CYP2D6,CYP inhibition,Unknown,No,0,No
Hydroxyurea,Metoclopramide,CYP2D6,CYP inhibition,Unknown,No,0,No
Cyclophosphamide,Loratadine,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Temazepam,Bortezomib,CYP3A4,CYP inhibition,Unknown,No,0,No
Pantoprazole,Arsenic Trioxide,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Diazepam,Temozolomide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Clotrimazole,Vincristine,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Lansoprazole,Vincristine,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Ifosfamide,Simvastatin,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Amitriptyline,Anastrozole,CYP1A2,CYP inhibition,Unknown,No,0,No
Tamoxifen,Desloratadine,"ABCB1 (P-gp), CYP1A2","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Fentanyl,Arsenic Trioxide,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter inhibition",Unknown,No,0,No
Celecoxib,Hydroxyzine,CYP2D6,CYP inhibition,Unknown,No,0,No
Leflunomide,Nortriptyline,CYP2C9,CYP inhibition,Unknown,No,0,No
5-Fluorouracil,Irbesartan,CYP1A2,CYP inhibition,Unknown,No,0,No
Nifedipine,Tamoxifen,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Carvedilol,Arsenic Trioxide,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter inhibition",Unknown,No,0,Yes
Valproic Acid,Letrozole,CYP2A6,"CYP induction, CYP inhibition",Unknown,No,0,No
Acetaminophen,Tamoxifen,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Atorvastatin EP Impurity B,Celecoxib,"ABCC4 (MRP4), CYP2D6, CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Amoxicillin,Thalidomide,CYP2C19,CYP inhibition,Unknown,No,0,No
Glibenclamide,Thalidomide,CYP2C19,CYP inhibition,Unknown,No,0,No
Cyclobenzaprine,Bortezomib,CYP1A2,CYP inhibition,Unknown,No,0,No
Ondansetron,Vinblastine,CYP3A4,CYP inhibition,Unknown,No,0,No
Busulfan,Diazepam,CYP3A4,CYP inhibition,Unknown,No,0,No
Anastrozole,Cyclobenzaprine,CYP1A2,CYP inhibition,Unknown,No,0,No
Celecoxib,Itrizole,CYP3A4,CYP inhibition,Unknown,No,0,No
Carvedilol,Tamoxifen,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Tamoxifen,Isosorbide Mononitrate,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Anastrozole,Ondansetron,CYP1A2,CYP inhibition,Unknown,No,0,No
Anzemet,Vincristine,CYP3A4,CYP inhibition,Unknown,No,0,No
Lansoprazole,Arsenic Trioxide,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Clonazepam,Vincristine,CYP3A4,CYP inhibition,Unknown,No,0,No
Carvedilol,Leflunomide,CYP2C9,CYP inhibition,Unknown,No,0,No
Nortriptyline,Bortezomib,CYP1A2,CYP inhibition,Unknown,No,0,No
Prochlorperazine,Vinblastine,CYP3A4,CYP inhibition,Unknown,No,0,No
Raloxifene,Erlotinib,CYP2C8,CYP inhibition,Unknown,No,0,No
Anastrozole,Venlafaxine,CYP3A4,CYP inhibition,Unknown,No,0,No
Acetaminophen,Erlotinib,"ABCB1 (P-gp), CYP2C8, CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Zopiclone,Capecitabine,CYP2C9,CYP inhibition,Unknown,No,0,No
Salbutamol,Vincristine,CYP3A4,CYP inhibition,Unknown,No,0,No
Lansoprazole,Thalidomide,"CYP1A2, CYP2C19","CYP induction, CYP inhibition",Unknown,No,0,No
Promethazine,Gefitinib,"ABCB1 (P-gp), CYP2C9","CYP inhibition, transporter inhibition",Unknown,No,0,No
Celecoxib,Trimethoprim,CYP2C9,CYP inhibition,Unknown,No,0,Yes
Lovastatin,Exemestane,CYP3A4,CYP inhibition,Unknown,No,0,No
Ibuprofen,Erlotinib,CYP2C8,CYP inhibition,Unknown,No,0,No
Venlafaxine,Fulvestrant,CYP3A4,CYP inhibition,Unknown,No,0,No
Quetiapine,Bortezomib,CYP3A4,CYP inhibition,Unknown,No,0,No
Verapamil,Exemestane,CYP3A4,CYP inhibition,Unknown,No,0,No
Anastrozole,Propranolol,CYP1A2,CYP inhibition,Unknown,No,0,No
Cyclobenzaprine,Tamoxifen,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Cyclophosphamide,Telmisartan,"ABCB1 (P-gp), CYP2C19","CYP inhibition, transporter inhibition",Unknown,No,0,No
Letrozole,Lovastatin,CYP3A4,CYP inhibition,Unknown,No,0,No
Prochlorperazine,Gefitinib,CYP2D6,CYP inhibition,Unknown,No,0,No
Zolpidem,Vincristine,CYP3A4,CYP inhibition,Unknown,No,0,No
Lansoprazole,Exemestane,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Arthrotec,Bortezomib,CYP1A2,CYP inhibition,Unknown,No,0,No
Busulfan,Valproic Acid,CYP3A4,CYP inhibition,Unknown,No,0,No
Carmustine,Bortezomib,CYP1A2,CYP inhibition,Unknown,No,0,No
Hydroxyurea,Paroxetine,CYP2D6,CYP inhibition,Unknown,No,0,No
Mitoxantrone,Venlafaxine,"ABCB1 (P-gp), ABCG2 (BCRP), CYP3A4","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Celecoxib,Desloratadine,CYP2C9,CYP inhibition,Unknown,No,0,No
Clopidogrel,5-Fluorouracil,CYP2C9,CYP inhibition,Unknown,No,0,No
Temozolomide,Venlafaxine,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Irbesartan,Exemestane,CYP3A4,CYP inhibition,Unknown,No,0,No
Anastrozole,Losartan,CYP1A2,CYP inhibition,Unknown,No,0,No
Carvedilol,5-Fluorouracil,CYP2C9,CYP inhibition,Unknown,No,0,No
Atorvastatin EP Impurity B,Gefitinib,"ABCB1 (P-gp), CYP2C9, CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Rac-Efavirenz,Hydroxyurea,CYP2D6,CYP inhibition,Unknown,No,0,Yes
Leflunomide,Phentermine,"CYP1A2, CYP2C9","CYP induction, CYP inhibition",Unknown,No,0,No
Atorvastatin EP Impurity B,Erlotinib,"ABCB1 (P-gp), CYP2C8, CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Venlafaxine,Exemestane,CYP3A4,CYP inhibition,Unknown,No,0,No
Clonazepam,Tamoxifen,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Tamoxifen,Tolterodine,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Promethazine,Erlotinib,"ABCB1 (P-gp), CYP2D6","CYP inhibition, transporter inhibition",Unknown,No,0,No
Cyclophosphamide,Lidocaine,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Hydroxyurea,Gefitinib,CYP2D6,CYP inhibition,Unknown,No,0,No
Loratadine,Bortezomib,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Irbesartan,Arsenic Trioxide,CYP3A4,CYP inhibition,Unknown,No,0,No
Fexofenadine,Gefitinib,"ABCB1 (P-gp), CYP2D6","CYP inhibition, transporter inhibition",Unknown,No,0,No
Irbesartan,Capecitabine,CYP2C9,CYP inhibition,Unknown,No,0,No
Ifosfamide,Prilosec,"CYP2C19, CYP3A4","CYP induction, CYP inhibition",Unknown,No,0,No
Tamoxifen,Gefitinib,"ABCB1 (P-gp), CYP2C9, CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
(3H)granisetron,Ifosfamide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Irbesartan,Thalidomide,CYP1A2,CYP inhibition,Unknown,No,0,No
Etodolac,Tamoxifen,CYP2C9,CYP inhibition,Unknown,No,0,No
Bicalutamide,Doxazosin,CYP2C19,CYP inhibition,Unknown,No,0,No
Anastrozole,Prochlorperazine,CYP3A4,CYP inhibition,Unknown,No,0,No
Tamoxifen,Methimazole,"CYP1A2, CYP3A4","CYP induction, CYP inhibition",Unknown,No,0,No
Arthrotec,Flutamide,CYP1A2,CYP inhibition,Unknown,No,0,No
Acetaminophen,Dasatinib,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Thalidomide,Valdecoxib,PTGS2,CYP inhibition,Unknown,No,0,No
Paroxetine,Bortezomib,CYP2C9,CYP inhibition,Unknown,No,0,No
Itrizole,Thiotepa,CYP2B6,CYP inhibition,Unknown,No,0,No
Losartan,Exemestane,CYP3A4,CYP inhibition,Unknown,No,0,No
Buspirone,Tamoxifen,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Doxazosin,Bortezomib,CYP2C19,CYP inhibition,Unknown,No,0,No
Fluoxetine,Exemestane,CYP3A4,CYP inhibition,Unknown,No,0,No
Celecoxib,Modafinil,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Celecoxib,Triazolam,CYP2C9,CYP inhibition,Unknown,No,0,No
Respules,Tamoxifen,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
5-Fluorouracil,Ketoprofen,"ABCC4 (MRP4), CYP2C9","CYP inhibition, transporter inhibition",Unknown,No,0,No
1-(2-Methyl-3-sulfanylpropanoyl)proline,Tamoxifen,"ABCB1 (P-gp), CYP2D6","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Hydroxyurea,Hydroxyzine,CYP2D6,CYP inhibition,Unknown,No,0,No
Triazolam,Bortezomib,CYP3A4,CYP inhibition,Unknown,No,0,No
Letrozole,Tramadol,CYP3A4,CYP inhibition,Unknown,No,0,No
Glibenclamide,Capecitabine,CYP2C9,CYP inhibition,Unknown,No,0,No
Diazepam,Letrozole,CYP3A4,CYP inhibition,Unknown,No,0,No
5-Fluorouracil,Loratadine,CYP2C9,CYP inhibition,Unknown,No,0,No
Atorvastatin EP Impurity B,5-Fluorouracil,CYP2C9,"CYP induction, CYP inhibition",Unknown,No,0,No
Thalidomide,Telmisartan,CYP2C19,CYP inhibition,Unknown,No,0,No
Leflunomide,Ticlopidine,CYP1A2,CYP inhibition,Unknown,No,0,No
Pantoprazole,Sorafenib,"ABCB1 (P-gp), CYP1A2","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,Yes
Bicalutamide,Fentanyl,CYP3A4,CYP inhibition,Unknown,No,0,No
Thalidomide,Desloratadine,CYP1A2,CYP inhibition,Unknown,No,0,No
Verapamil,Cyclophosphamide,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Clonidine,Imatinib,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter inhibition",Unknown,No,0,No
Capecitabine,Valdecoxib,CYP2C9,CYP inhibition,Unknown,No,0,No
Rofecoxib,Capecitabine,CYP2C9,CYP inhibition,Unknown,No,0,No
1-(2-Methyl-3-sulfanylpropanoyl)proline,Hydroxyurea,CYP2D6,CYP inhibition,Unknown,No,0,No
Celecoxib,Midodrine,CYP2D6,CYP inhibition,Unknown,No,0,No
Pioglitazone,Capecitabine,CYP2C9,CYP inhibition,Unknown,No,0,No
Ketoprofen,Bortezomib,CYP2C9,CYP inhibition,Unknown,No,0,No
Cyclophosphamide,Naloxone,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Acetaminophen,Anastrozole,"CYP1A2, CYP3A4","CYP induction, CYP inhibition",Unknown,No,0,No
Bicalutamide,Glipizide,CYP3A4,CYP inhibition,Unknown,No,0,No
Felodipine,Leflunomide,CYP2C9,CYP inhibition,Unknown,No,0,No
Fluoxetine,Gefitinib,"ABCB1 (P-gp), CYP2C9","CYP inhibition, transporter inhibition",Unknown,No,0,No
Pioglitazone,Vincristine,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Imatinib,Zopiclone,CYP3A4,CYP inhibition,Unknown,No,0,No
Metoprolol,Gefitinib,"ABCB1 (P-gp), CYP2C19","CYP inhibition, transporter inhibition",Unknown,No,0,No
Salbutamol,Mitoxantrone,CYP3A4,CYP inhibition,Unknown,No,0,No
5-Fluorouracil,Gemfibrozil,"CYP1A2, CYP2C8","CYP induction, CYP inhibition",Unknown,No,0,No
Bicalutamide,Glimepiride,CYP2C9,CYP inhibition,Unknown,No,0,No
Fluoxetine,Capecitabine,CYP2C9,CYP inhibition,Unknown,No,0,No
Irbesartan,Leflunomide,CYP2C9,CYP inhibition,Unknown,No,0,No
Propofol,Bortezomib,CYP1A2,CYP inhibition,Unknown,No,0,No
Diazepam,Vincristine,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Amlodipine,Anastrozole,CYP1A2,CYP inhibition,Unknown,No,0,No
Hydroxyurea,Quetiapine,CYP2D6,CYP inhibition,Unknown,No,0,No
Triazolam,Sorafenib,CYP3A4,CYP inhibition,Unknown,No,0,No
Oxybutynin,Tamoxifen,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Loratadine,Tamoxifen,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Mitoxantrone,Modafinil,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Fluconazole,Capecitabine,CYP2C9,CYP inhibition,Unknown,No,0,No
Bicalutamide,Pantoprazole,"CYP2C9, CYP3A4","CYP induction, CYP inhibition",Unknown,No,0,No
Mexiletine,Gefitinib,CYP2D6,CYP inhibition,Unknown,No,0,No
Clonazepam,Cyclophosphamide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
(3H)granisetron,Vincristine,CYP3A4,CYP inhibition,Unknown,No,0,No
Valproic Acid,Ifosfamide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Lansoprazole,Mitoxantrone,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Ondansetron,Erlotinib,CYP1A2,CYP inhibition,Unknown,No,0,No
Fexofenadine,Tamoxifen,"ABCB1 (P-gp), CYP2D6","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Ifosfamide,Pantoprazole,"CYP2C9, CYP3A4","CYP induction, CYP inhibition",Unknown,No,0,No
Acetaminophen,5-Fluorouracil,CYP2C9,CYP inhibition,Unknown,No,0,No
Clopidogrel,Gefitinib,"ABCB1 (P-gp), CYP2C9","CYP inhibition, transporter inhibition",Unknown,No,0,No
Simvastatin,Erlotinib,"ABCB1 (P-gp), CYP2C8, CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Losartan,Temozolomide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Acetaminophen,Fulvestrant,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Metoclopramide,Sorafenib,CYP2D6,CYP inhibition,Unknown,No,0,No
Aspirin,5-Fluorouracil,CYP2C9,CYP inhibition,Unknown,No,0,No
Carvedilol,Mitoxantrone,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Tramadol,Bortezomib,CYP3A4,CYP inhibition,Unknown,No,0,No
Cyclophosphamide,Probenecid,"ABCB1 (P-gp), CYP2C9, CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Clonazepam,Sorafenib,CYP3A4,CYP inhibition,Unknown,No,0,No
Donepezil,Hydroxyurea,CYP2D6,CYP inhibition,Unknown,No,0,No
Ciprofloxacin,Imatinib,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter inhibition",Unknown,No,0,No
Risperidone,Bortezomib,CYP3A4,CYP inhibition,Unknown,No,0,No
5-Fluorouracil,Temazepam,CYP2C9,CYP inhibition,Unknown,No,0,No
Cyclophosphamide,Temazepam,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Bicalutamide,Losartan,CYP3A4,CYP inhibition,Unknown,No,0,No
Bicalutamide,Carvedilol,CYP3A4,CYP inhibition,Unknown,No,0,No
Imatinib,Ezetimibe,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter inhibition",Unknown,No,0,No
Amlodipine,Leflunomide,CYP2C9,CYP inhibition,Unknown,No,0,No
Oxazepam,Bortezomib,CYP3A4,CYP inhibition,Unknown,No,0,No
Prilosec,Vinblastine,CYP3A4,CYP inhibition,Unknown,No,0,No
1-(2-Methyl-3-sulfanylpropanoyl)proline,Bortezomib,CYP2D6,CYP inhibition,Unknown,No,0,No
Bupropion,Letrozole,CYP2A6,CYP inhibition,Unknown,No,0,No
Cyclophosphamide,Ketoprofen,CYP2C9,"CYP induction, CYP inhibition",Unknown,No,0,No
Acebutolol,Cyclophosphamide,"ABCB1 (P-gp), CYP2D6","CYP inhibition, transporter inhibition",Unknown,No,0,No
Zopiclone,Bortezomib,CYP3A4,CYP inhibition,Unknown,No,0,No
Bisoprolol,Cyclophosphamide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Cyclophosphamide,Pilocarpine,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Leflunomide,Ofloxacin,CYP1A2,CYP inhibition,Unknown,No,0,No
Fenofibrate,Vincristine,CYP3A4,CYP inhibition,Unknown,No,0,No
Fluconazole,Exemestane,CYP3A4,CYP inhibition,Unknown,No,0,No
Vincristine,Gefitinib,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Ciprofloxacin,Bortezomib,CYP1A2,CYP inhibition,Unknown,No,0,No
Rofecoxib,Arsenic Trioxide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Celecoxib,Probenecid,"ABCC4 (MRP4), CYP2C9, CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Clopidogrel,Capecitabine,CYP2C9,CYP inhibition,Unknown,No,0,No
Anastrozole,Atorvastatin EP Impurity B,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Clonidine,Mitoxantrone,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Paroxetine,Sorafenib,"ABCB1 (P-gp), CYP2C9","CYP inhibition, transporter inhibition",Unknown,No,0,No
Carvedilol,Capecitabine,CYP2C9,CYP inhibition,Unknown,No,0,No
Simvastatin,Fulvestrant,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Celecoxib,(3H)granisetron,CYP2D6,"CYP induction, CYP inhibition",Unknown,No,0,No
Letrozole,Ezetimibe,CYP3A4,CYP inhibition,Unknown,No,0,No
Bortezomib,Erlotinib,CYP2C8,CYP inhibition,Unknown,No,0,No
Ifosfamide,Lansoprazole,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Cyclophosphamide,Tramadol,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Celecoxib,Hydralazine,CYP3A4,CYP inhibition,Unknown,No,0,No
Celecoxib,Dapsone,"CYP2C9, PTGS2","CYP induction, CYP inhibition",Unknown,No,0,No
Ifosfamide,Ondansetron,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
CID 152945,Sorafenib,CYP3A4,CYP inhibition,Unknown,No,0,No
Leflunomide,Primidone,"CYP1A2, CYP2C9","CYP induction, CYP inhibition",Unknown,No,0,No
Famciclovir,Vincristine,CYP3A4,CYP inhibition,Unknown,No,0,No
Temozolomide,Ezetimibe,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Cyclophosphamide,Dasatinib,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Anzemet,Capecitabine,CYP2C9,CYP inhibition,Unknown,No,0,No
Bicalutamide,Nifedipine,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Venlafaxine,Vincristine,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Celecoxib,Tadalafil,CYP3A4,CYP inhibition,Unknown,No,0,No
Carmustine,Valproic Acid,CYP1A2,CYP inhibition,Unknown,No,0,No
Hydroxyurea,Mirtazapine,CYP2D6,"CYP induction, CYP inhibition",Unknown,No,0,No
Leflunomide,Modafinil,CYP1A2,"CYP induction, CYP inhibition",Unknown,No,0,No
Cyclophosphamide,Erythromycin,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Letrozole,Mirtazapine,CYP3A4,CYP inhibition,Unknown,No,0,No
Temozolomide,Arsenic Trioxide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Hydroxyurea,Irbesartan,CYP2D6,CYP inhibition,Unknown,No,0,No
Cyclophosphamide,Meperidine,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Amlodipine,Flutamide,CYP1A2,CYP inhibition,Unknown,No,0,No
Torasemide,Gefitinib,CYP2C9,CYP inhibition,Unknown,No,0,No
Tramadol,Vincristine,CYP3A4,CYP inhibition,Unknown,No,0,No
Salbutamol,Fulvestrant,CYP3A4,CYP inhibition,Unknown,No,0,No
Bupropion,5-Fluorouracil,CYP2C9,CYP inhibition,Unknown,No,0,No
5-Fluorouracil,Lidocaine,CYP1A2,CYP inhibition,Unknown,No,0,No
Celecoxib,Eletriptan,"CYP2D6, CYP3A4","CYP induction, CYP inhibition",Unknown,No,0,No
Mirtazapine,Erlotinib,"CYP2C8, CYP2D6","CYP induction, CYP inhibition",Unknown,No,0,No
Celecoxib,Mitoxantrone,CYP3A4,CYP inhibition,Unknown,No,0,No
Lidocaine,Gefitinib,"ABCB1 (P-gp), CYP2C9","CYP inhibition, transporter inhibition",Unknown,No,0,No
Methylphenidate,Erlotinib,CYP2D6,CYP inhibition,Unknown,No,0,No
Diazepam,Gefitinib,"ABCB1 (P-gp), CYP2C9","CYP inhibition, transporter inhibition",Unknown,No,0,No
Loperamide,Gefitinib,"ABCB1 (P-gp), CYP2D6","CYP inhibition, transporter inhibition",Unknown,No,0,No
Hydroxyurea,Venlafaxine,CYP2D6,CYP inhibition,Unknown,No,0,No
Amlodipine,5-Fluorouracil,CYP2C9,CYP inhibition,Unknown,No,0,No
Diazepam,Leflunomide,CYP2C9,CYP inhibition,Unknown,No,0,No
Anastrozole,Glibenclamide,CYP3A4,CYP inhibition,Unknown,No,0,No
Arthrotec,Tamoxifen,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Alprazolam,Bicalutamide,CYP3A4,CYP inhibition,Unknown,No,0,No
Trazodone,Bortezomib,CYP3A4,CYP inhibition,Unknown,No,0,No
Modafinil,Temozolomide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Hydroxyurea,Oxybutynin,CYP2D6,CYP inhibition,Unknown,No,0,No
Rofecoxib,Gefitinib,"CYP2C9, CYP3A4","CYP induction, CYP inhibition",Unknown,No,0,No
Ciprofloxacin,Fulvestrant,CYP3A4,CYP inhibition,Unknown,No,0,No
Verapamil,Arsenic Trioxide,"ABCB1 (P-gp), ABCC2 (MRP2), CYP3A4","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,Yes
Alprazolam,Mitoxantrone,CYP3A4,CYP inhibition,Unknown,No,0,No
Carbamazepine,5-Fluorouracil,"CYP1A2, CYP2C9","CYP induction, CYP inhibition",Unknown,No,0,No
Ibuprofen,Sorafenib,"ABCB1 (P-gp), CYP2C9","CYP inhibition, transporter inhibition",Unknown,No,0,No
Mitoxantrone,Trimethoprim,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Loratadine,Exemestane,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Fentanyl,Flutamide,CYP3A4,CYP inhibition,Unknown,No,0,No
Thalidomide,Trimethoprim,CYP2C9,CYP inhibition,Unknown,No,0,No
Bicalutamide,Enalapril,CYP3A4,CYP inhibition,Unknown,No,0,No
Thalidomide,Gefitinib,"CYP2C9, CYP3A5","CYP induction, CYP inhibition",Unknown,No,0,No
